,A,B,G,cryst
0,NC(N)=[NH2+],O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],c1ccc(cc1)N=Nc1ccccc1,0
1,NC(N)=[NH2+],CC(C)c1ccc(cc1)S(=O)(=O)[O-],COC1CC(C)(C)N([O])C(C)(C)C1,0
2,NC(N)=[NH2+],O=S(=O)([O-])c1ccc2cc3cc(ccc3cc2c1)S(=O)(=O)[O-],c1cnccn1,0
3,NC(N)=[NH2+],O=S(=O)([O-])c1ccc2cc(ccc2c1)S(=O)(=O)[O-],N#CCCCCC#N,0
4,[NH3+]C1CCCCC1[NH3+],CCOS(=O)(=O)[O-],CCN(CC)c1ccc2C(=CC(=O)Oc2c1)C,0
5,[nH+]1ccccc1,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],S1C=CC=C1C1=CC=CS1,0
6,[nH+]1ccccc1,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],Brc1cccc(Br)c1,0
7,NC(N)=[NH2+],O=S(=O)([O-])c1ccc2cc(ccc2c1)S(=O)(=O)[O-],NC(N)=[NH2+],0
8,[nH+]1ccccc1,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],O=C=O,0
9,C[n+]1ccc(cc1)c1cc[n+](C)cc1,Cc1ccc(cc1)S(=O)(=O)[O-],CC(C)C1=CC2=C(C)C=CC2=C(C)C=C1,0
10,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(c2ccccc12)c1ccc(c2ccccc12)S(=O)(=O)[O-],COc1ccc(C=CC)cc1,0
11,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],C1COCCOCCOCCOCCOCCO1,0
12,NC(N)=[NH2+],O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],c1ccc(cc1)C=Cc1ccccc1,0
13,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],CC(C)C1CCC(C)CC1OC(C)=O,0
14,[nH+]1ccccc1,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],S1C=CC2=C1C=CS2,0
15,[NH3+]C(c1ccccc1)(c1ccccc1)c1ccccc1,O=S(=O)([O-])c1ccc2cc3ccccc3cc2c1,Oc1ccccc1C=Nc1ccccc1,0
16,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)S(=O)(=O)[O-],CCCCCC#N,0
17,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(C=Cc2ccc(cc2)S(=O)(=O)[O-])cc1,CC(C)=O,0
18,[NH3+]c1ccccc1[NH3+],Cc1ccc(cc1)S(=O)(=O)[O-],CC(=C)C1CC=C(C)C(=O)C1,0
19,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(OCCOc2ccc(cc2)S(=O)(=O)[O-])cc1,[Cl-],0
20,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],O=S(=O)([O-])CCS(=O)(=O)[O-],0
21,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],CC(C)C1CCC(C)CC1OC(C)=O,0
22,[NH3+]CCCOCCCCOCCC[NH3+],O=S(=O)([O-])c1cc(c2ccc3c4c(ccc1c24)c(cc3S(=O)(=O)[O-])S(=O)(=O)[O-])S(=O)(=O)[O-],[Cl-],0
23,[nH+]1ccccc1,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],CC1(C)CCCC2(C)C1CCC1(C)OC(=O)CC21,0
24,[NH3+]c1ccc(cc1)C(c1ccc([NH3+])cc1)(c1ccc([NH3+])cc1)c1ccc([NH3+])cc1,CS(C)=O,COc1cc(CC=C)ccc1OC(C)=O,0
25,NC(N)=[NH2+],O=S(=O)([O-])c1ccc2cc(ccc2c1)S(=O)(=O)[O-],Brc1ccccc1Br,0
26,[NH3+]C(C)(C)C,O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],CS(C)=O,0
27,[nH+]1ccc(cc1)c1cc[nH+]cc1,OC(=O)c1cc(ccc1C(=O)[O-])S(=O)(=O)[O-],O=C=O,0
28,CCC1=C(C)C2=CC3=[NH+]C(=CC4=C(CC)C(=C(N4)C4=C(C)C(=C(N4)C=C4[NH+]=C(C=C1N2)C(=C4C)CC)C)CC)C(=C3C)C,Cc1ccc(cc1)S(=O)(=O)[O-],Oc1ccc(cc1)c1ccc(O)cc1,0
29,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],OS(=O)(=O)[O-],0
30,[NH3+]CCC,O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],N#Cc1cccc2ccccc12,0
31,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],ClCCCl,0
32,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],C[NH2+]C,0
33,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],CC(C)=O,0
34,NC(N)=[NH2+],O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],CN(C)c1cccc(c1)N(=O)=O,0
35,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],Cc1cccc(C)c1N,0
36,NC(N)=[NH2+],O=S(=O)([O-])c1ccc2cc(ccc2c1)S(=O)(=O)[O-],Brc1ccc(Br)cc1,0
37,N1C2=[NH+]c3ccccc3NC2=Nc2ccccc12,O=S(=O)([O-])c1ccc(cc1)S(=O)(=O)[O-],c1cnccn1,0
38,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(CCc2ccc(cc2)S(=O)(=O)[O-])cc1,N1C=CC=C1,0
39,[NH3+]C,O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],CCOC(=O)C1=Cc2cc3CCCN4CCCc(c2OC1=O)c34,0
40,[NH3+]C(c1ccccc1)(c1ccccc1)c1ccccc1,O=S(=O)([O-])c1ccc(C=Cc2ccc(cc2)S(=O)(=O)[O-])cc1,[Xe],0
41,NC(N)=[NH2+],Cc1cc(C)c(c(C)c1S(=O)(=O)[O-])S(=O)(=O)[O-],CCCCCCCCCCCCO,0
42,C[n+]1ccc(N)cc1,Cc1ccc(cc1)S(=O)(=O)[O-],CN(C)c1ccncc1,0
43,NC(N)=[NH2+],Cc1cc(C)c(c(C)c1S(=O)(=O)[O-])S(=O)(=O)[O-],CC[NH+](CC)CC,0
44,[NH3+]C(c1ccccc1)(c1ccccc1)c1ccccc1,Oc1ccc(cc1S(=O)(=O)[O-])c1ccc(O)c(c1)S(=O)(=O)[O-],Cc1cc(C)c(C)c(C)c1,0
45,NC(N)=[NH2+],Cc1cc(C)c(c(C)c1S(=O)(=O)[O-])S(=O)(=O)[O-],CC(C)=O,0
46,NC(N)=[NH2+],Cc1ccc(cc1)S(=O)(=O)[O-],[Cl-],0
47,NC(N)=[NH2+],O=S(=O)([O-])c1ccc2cc(ccc2c1)S(=O)(=O)[O-],CC(=C)C1CC=C(C)C(=O)C1,0
48,[NH3+]C(c1ccccc1)(c1ccccc1)c1ccccc1,O=S(=O)([O-])c1cccc2cc3cccc(c3cc12)S(=O)(=O)[O-],Cc1ccccc1,0
49,NC(N)=[NH2+],O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],Cc1ccc2ccccc2c1C,0
50,NC(N)=[NH2+],O=S(=O)([O-])CCCCCCCCS(=O)(=O)[O-],Nc1ccccc1,0
51,[NH3+]C(c1ccccc1)(c1ccccc1)c1ccccc1,O=S(=O)([O-])c1cccc2cc3cccc(c3cc12)S(=O)(=O)[O-],O=S(=O)([O-])CCS(=O)(=O)[O-],0
52,NC(N)=[NH2+],Cc1cc(C)c(c(C)c1S(=O)(=O)[O-])S(=O)(=O)[O-],CC[NH+](CC)CC,0
53,C[NH+]=C(N)N,O=S(=O)([O-])c1ccc(Oc2ccc(cc2)S(=O)(=O)[O-])cc1,CCOC(=O)C1=Cc2cc3CCCN4CCCc(c2OC1=O)c34,0
54,NC(N)=[NH2+],O=S(=O)([O-])c1ccc2cc3cc(ccc3cc2c1)S(=O)(=O)[O-],O=N(=O)c1ccccc1,0
55,NC(N)=[NH2+],O=S(=O)([O-])c1ccc2cc3cc(ccc3cc2c1)S(=O)(=O)[O-],O=C=O,0
56,[nH+]1ccccc1,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],CCOC(=O)C1=Cc2cc3CCCN4CCCc(c2OC1=O)c34,0
57,NC(N)=[NH2+],O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],Cc1ccccc1Cl,0
58,[NH3+]CCCOCCCCOCCC[NH3+],O=S(=O)([O-])c1cc(c2ccc3c4c(ccc1c24)c(cc3S(=O)(=O)[O-])S(=O)(=O)[O-])S(=O)(=O)[O-],CCCCCC#N,0
59,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(CCc2ccc(cc2)S(=O)(=O)[O-])cc1,CC(C)=O,0
60,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],N1C=CC=C1,0
61,NC(N)=[NH2+],O=S(=O)([O-])c1ccc2cc(ccc2c1)S(=O)(=O)[O-],COCCO,0
62,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],c1cnccn1,0
63,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)S(=O)(=O)[O-],CC[NH+](CC)CC,0
64,NC(N)=[NH2+],Cc1c(C)c(c(C)c(c1C)S(=O)(=O)[O-])S(=O)(=O)[O-],[Cl-],0
65,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(C=Cc2ccc(cc2)S(=O)(=O)[O-])cc1,COC1CC(C)(C)N([O])C(C)(C)C1,0
66,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],CCNc1cc2OC(=O)C=C(C)c2cc1C,0
67,NC(N)=[NH2+],O=S(=O)([O-])c1ccc2cc3cc(ccc3cc2c1)S(=O)(=O)[O-],C[NH2+]C,0
68,NC(N)=[NH2+],O=S(=O)([O-])c1ccc2cc(ccc2c1)S(=O)(=O)[O-],c1cnccn1,0
69,NC(N)=[NH2+],O=S(=O)([O-])c1ccc2cc(ccc2c1)S(=O)(=O)[O-],CS(O)(=O)=O,0
70,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],O=S(=O)([O-])CCS(=O)(=O)[O-],0
71,[NH3+]C(c1ccccc1)(c1ccccc1)c1ccccc1,O=S(=O)([O-])c1cccc2cc3cccc(c3cc12)S(=O)(=O)[O-],C(Cc1ccccc1)c1ccccc1,0
72,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(CCc2ccc(cc2)S(=O)(=O)[O-])cc1,[Xe],0
73,NC(N)=[NH2+],O=S(=O)([O-])c1cccc2ccccc12,CCOC(=O)C1=Cc2cc3CCCN4CCCc(c2OC1=O)c34,0
74,[nH+]1ccccc1,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],Cc1cccc2ccccc12,0
75,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],c1ccc2ccccc2c1,0
76,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(OCCOc2ccc(cc2)S(=O)(=O)[O-])cc1,CCOC(C)=O,0
77,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccccc1,S1C=CC=C1,0
78,[nH+]1ccccc1,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],Cc1ccc(C)cc1,0
79,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],ClCCCl,0
80,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(CCc2ccc(cc2)S(=O)(=O)[O-])cc1,CCCCCCCC#N,0
81,[NH3+]CC,O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],OS(=O)(=O)[O-],0
82,N1C=[NH+]C=C1,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],Oc1ccccc1C=Nc1ccccc1,0
83,NC(N)=[NH2+],O=S(=O)([O-])c1ccc2cc3cc(ccc3cc2c1)S(=O)(=O)[O-],COC1CC(C)(C)N([O])C(C)(C)C1,0
84,NC(N)=[NH2+],O=S(=O)([O-])c1ccc2cc(ccc2c1)S(=O)(=O)[O-],C=Cc1ccc(C=C)cc1,0
85,NC(N)=[NH2+],O=S(=O)([O-])c1ccc2cc(ccc2c1)S(=O)(=O)[O-],CC(C)C1=CC2=C(C)C=CC2=C(C)C=C1,0
86,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(Oc2ccc(cc2)S(=O)(=O)[O-])cc1,COC1CC(C)(C)N([O])C(C)(C)C1,0
87,NC(N)=[NH2+],CCc1ccc(cc1)S(=O)(=O)[O-],CCCCCC#N,0
88,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(C=Cc2ccc(cc2)S(=O)(=O)[O-])cc1,CC(C)C1=CC2=C(C)C=CC2=C(C)C=C1,0
89,NC(N)=[NH2+],O=S(=O)([O-])c1ccccc1,CC(=O)C1=Cc2cc3CCCN4CCCc(c2OC1=O)c34,0
90,[nH+]1cccc2ccc3ccccc3c12,O=S(=O)([O-])c1ccccc1,CC(=O)C1=Cc2cc3CCCN4CCCc(c2OC1=O)c34,0
91,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],CS(O)(=O)=O,0
92,NC(N)=[NH2+],Cc1c(C)c(c(C)c(c1C)S(=O)(=O)[O-])S(=O)(=O)[O-],COCCOCCOCCOC,0
93,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],NC(N)=[NH2+],0
94,C[n+]1ccc(N)cc1,Cc1ccc(cc1)S(=O)(=O)[O-],CCCCCC#N,0
95,NC(N)=[NH2+],O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],CCCCCC#N,0
96,[NH3+]C(c1ccccc1)(c1ccccc1)c1ccccc1,O=S(=O)([O-])c1ccc(cc1)c1ccc2cc3ccccc3cc2c1,CC1(C)C2CC=C(CO)C1C2,0
97,[nH+]1ccccc1,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],CC(C)(C)c1ccc(cc1)C(C)(C)C,0
98,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(C=Cc2ccc(cc2)S(=O)(=O)[O-])cc1,ICCCI,0
99,NC(N)=[NH2+],O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],CCNc1cc2OC(=O)C=C(C)c2cc1C,0
100,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],CCOC(C)=O,0
101,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(OCCOc2ccc(cc2)S(=O)(=O)[O-])cc1,CS(O)(=O)=O,0
102,C[NH2+]C,CNC1=NN2=C(C)C=N3N=C(S[Cu]23S1)Nc1ccc(cc1)S(=O)(=O)[O-],c1ccc2cc3ccccc3cc2c1,0
103,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)S(=O)(=O)[O-],[NH3+]c1ccccc1N,0
104,[NH3+]C(c1ccccc1)(c1ccccc1)c1ccccc1,O=S(=O)([O-])c1cccc2ccccc12,ICCCI,0
105,[nH+]1ccccc1,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],Cc1ccc(cc1C)N(=O)=O,0
106,[nH+]1ccccc1,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],c1ccc2ccccc2c1,0
107,[nH+]1ccccc1,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],COc1ccc(C=CC)cc1OC,0
108,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],CC1(C)CCCC2(C)C1CCC1(C)OC(=O)CC21,0
109,[nH+]1ccccc1,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],COc1ccc(C=CC)cc1,0
110,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],C=Cc1ccc(C=C)cc1,0
111,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],CS(C)=O,0
112,[nH+]1ccccc1,CC(C)c1cc(C(C)C)c(c(c1)C(C)C)S(=O)(=O)[O-],Cc1ccc2cc(C)ccc2c1,0
113,C[NH2+]C,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],c1ccc(cc1)c1ccccc1,0
114,NC(N)=[NH2+],O=S(=O)([O-])c1ccc2cc3cc(ccc3cc2c1)S(=O)(=O)[O-],CC[NH+](CC)CC,0
115,C[NH2+]C,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],O=C1OC(C(CCc2ccccc2)c2ccccc12)N(=O)=O,0
116,[nH+]1ccccc1,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],CCOC(=O)C1=Cc2cc3CCCN4CCCc(c2OC1=O)c34,0
117,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)C(c1ccc(cc1)S(=O)(=O)[O-])c1ccc(cc1)S(=O)(=O)[O-],c1ccncc1,0
118,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)S(=O)(=O)[O-],CC1=CC(=C(Nc2ccccc2N(=O)=O)S1)C#N,0
119,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(OCCOc2ccc(cc2)S(=O)(=O)[O-])cc1,C[NH2+]C,0
120,[NH3+]C(c1ccccc1)(c1ccccc1)c1ccccc1,O=S(=O)([O-])c1ccc(cc1)c1ccc2cc3ccccc3cc2c1,COCCOCCOCCOC,0
121,NC(N)=[NH2+],O=S(=O)([O-])c1ccc2cc(ccc2c1)S(=O)(=O)[O-],CC(=O)C1=Cc2cc3CCCN4CCCc(c2OC1=O)c34,0
122,[NH3+]CCC,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],Cc1cccc2cccc(C)c12,0
123,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)S(=O)(=O)[O-],COc1ccc(C=O)cc1,0
124,NC(N)=[NH2+],O=S(=O)([O-])c1ccc2cc(ccc2c1)S(=O)(=O)[O-],CC1(C)C2CC=C(CO)C1C2,0
125,[NH3+]C(C)C,O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],CS(C)=O,0
126,[NH3+]C(C)CC,O=S(=O)([O-])c1ccc2cc3cc(ccc3cc2c1)S(=O)(=O)[O-],CCOC(=O)C1=Cc2cc3CCCN4CCCc(c2OC1=O)c34,0
127,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],O=C1OC(C(CCc2ccccc2)c2ccccc12)N(=O)=O,0
128,O=C1O[Co+]23([NH2]CC[NH2]2)([NH2]CC[NH2]3)OC1=O,O=S(=O)([O-])c1ccc2cc(ccc2c1)S(=O)(=O)[O-],[NH3+]c1ccc(cc1)N=Nc1ccccc1,0
129,[NH3+]C(c1ccccc1)(c1ccccc1)c1ccccc1,O=S(=O)([O-])c1cccc2cc3cccc(c3cc12)S(=O)(=O)[O-],c1cnccn1,0
130,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],CCCCCC#N,0
131,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)S(=O)(=O)[O-],CCOC(=O)C1=Cc2cc3CCCN4CCCc(c2OC1=O)c34,0
132,NC(N)=[NH2+],O=S(=O)([O-])c1ccc2cc(ccc2c1)S(=O)(=O)[O-],CC1(C)CCCC2(C)C1CCC1(C)OC(=O)CC21,0
133,[NH3+]C(C)CC,O=S(=O)([O-])c1ccc2cc3cc(ccc3cc2c1)S(=O)(=O)[O-],CC1(C)CCCC(C)(C)N1[O],0
134,C[NH2+]C,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],c1ccccc1,0
135,[NH3+]C(c1ccccc1)(c1ccccc1)c1ccccc1,O=S(=O)([O-])c1cccc2ccccc12,CS(O)(=O)=O,0
136,O=C1O[Co+]23([NH2]CC[NH2]2)([NH2]CC[NH2]3)OC1=O,O=S(=O)([O-])c1ccc2cc(ccc2c1)S(=O)(=O)[O-],O=S(=O)([O-])CCS(=O)(=O)[O-],0
137,[nH+]1ccccc1,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],Cc1cccc(C)c1N,0
138,NC(N)=[NH2+],O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],COc1ccc(C=CC)cc1,0
139,NC(N)=[NH2+],Cc1cccc(c1)S(=O)(=O)[O-],N#CCCCCC#N,0
140,NC(N)=[NH2+],O=S(=O)([O-])c1ccc2cc3cc(ccc3cc2c1)S(=O)(=O)[O-],CC1(C)C2CC=C(CO)C1C2,0
141,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],Cc1ccccc1C,0
142,NC(N)=[NH2+],O=S(=O)([O-])c1ccc2cc(ccc2c1)S(=O)(=O)[O-],CN1C=CN=C1C,0
143,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(C=Cc2ccc(cc2)S(=O)(=O)[O-])cc1,ICCCI,0
144,NC(N)=[NH2+],O=S(=O)([O-])CCCCS(=O)(=O)[O-],CC1=CC(=O)Oc2c3CCCN4CCCc(cc12)c34,0
145,NC(N)=[NH2+],O=S(=O)([O-])c1ccc2cc3cc(ccc3cc2c1)S(=O)(=O)[O-],ClC(Cl)Cl,0
146,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],CS(O)(=O)=O,0
147,NC(N)=[NH2+],O=S(=O)([O-])c1ccc2cc3cc(ccc3cc2c1)S(=O)(=O)[O-],ClC(Cl)Cl,0
148,[NH3+]C(C)CC,O=S(=O)([O-])c1ccc2cc3cc(ccc3cc2c1)S(=O)(=O)[O-],CCCCCCCC#N,0
149,NC(N)=[NH2+],O=S(=O)([O-])c1ccc2cc(ccc2c1)S(=O)(=O)[O-],ICCCI,0
150,NC(N)=[NH2+],O=S(=O)([O-])c1ccc2cc(ccc2c1)S(=O)(=O)[O-],O=S(=O)([O-])CCS(=O)(=O)[O-],0
151,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],c1cc2cccc3c4cccc5cccc(c(c1)c23)c45,0
152,NC(N)=[NH2+],O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],c1ccccc1,0
153,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],[Cl-],0
154,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],S1C=CC=C1,0
155,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)S(=O)(=O)[O-],Cc1ccc(cc1C)N(=O)=O,0
156,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)S(=O)(=O)[O-],COc1ccccc1,0
157,C[NH+]=C(N)N,O=S(=O)([O-])c1ccc(Oc2ccc(cc2)S(=O)(=O)[O-])cc1,Cc1ccc2ccccc2c1C,0
158,[NH3+]C(c1ccccc1)(c1ccccc1)c1ccccc1,O=S(=O)([O-])c1cccc2ccccc12,CC(C)C1CCC(C)CC1OC(C)=O,0
159,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],[Xe],0
160,NC(N)=[NH2+],Cc1c(C)c(c(C)c(c1C)S(=O)(=O)[O-])S(=O)(=O)[O-],COC1CC(C)(C)N([O])C(C)(C)C1,0
161,NC(N)=[NH2+],Cc1cc(C)c(c(C)c1S(=O)(=O)[O-])S(=O)(=O)[O-],Oc1ccccc1C=Nc1ccccc1,0
162,C[n+]1ccc(cc1)c1cc[n+](C)cc1,Cc1ccc(cc1)S(=O)(=O)[O-],S1C=CC=C1,0
163,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)S(=O)(=O)[O-],N#CCCCCC#N,0
164,NC(N)=[NH2+],CC(C)(C)c1ccc(cc1)S(=O)(=O)[O-],CC(C)=O,0
165,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)S(=O)(=O)[O-],ClC(Cl)Cl,0
166,[NH3+]C,O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],N1C=CC=C1,0
167,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],O=C=O,0
168,[nH+]1ccccc1,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],CC(C)C1CCC(C)CC1OC(C)=O,0
169,[nH+]1ccccc1,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],[NH3+]c1ccccc1N,0
170,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],CCCCCC#N,0
171,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],CC(C)C1CCC(C)CC1OC(C)=O,0
172,[nH+]1ccccc1,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],C=Cc1ccc(C=C)cc1,0
173,[nH+]1ccccc1,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],c1ccc(cc1)N=Nc1ccccc1,0
174,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)S(=O)(=O)[O-],CC1(C)C2CC=C(CO)C1C2,0
175,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],ClCCl,0
176,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)S(=O)(=O)[O-],COc1cc(C=CC)ccc1O,0
177,[nH+]1ccccc1,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],O=C1OC(C(CCc2ccccc2)c2ccccc12)N(=O)=O,0
178,[NH3+]c1ccc(cc1)C(c1ccc([NH3+])cc1)(c1ccc([NH3+])cc1)c1ccc([NH3+])cc1,CS(C)=O,CC1(C)CCCC(C)(C)N1[O],0
179,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(OCCOc2ccc(cc2)S(=O)(=O)[O-])cc1,CCOC(C)=O,0
180,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)S(=O)(=O)[O-],c1cc2ccc3cccc4ccc(c1)c2c34,0
181,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],COc1ccc(C=CC)cc1OC,0
182,[NH3+]C1CCCCC1[NH3+],CCOS(=O)(=O)[O-],CC1(C)CCCC(C)(C)N1[O],0
183,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],OS(=O)(=O)[O-],0
