,A,B,G,cryst
360,NC(N)=[NH2+],Cc1c(C)c(c(C)c(c1C)S(=O)(=O)[O-])S(=O)(=O)[O-],ClCCCl,0
361,NC(N)=[NH2+],O=C1c2ccc(cc2C(=O)c2ccc(cc12)S(=O)(=O)[O-])S(=O)(=O)[O-],c1ccccc1,0
362,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)S(=O)(=O)[O-],Oc1ccccc1C=Nc1ccccc1,0
363,[NH3+]C1CCCCC1[NH3+],CCOS(=O)(=O)[O-],CC1=CC(=C(Nc2ccccc2N(=O)=O)S1)C#N,0
364,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],CC1(C)CCCC(C)(C)N1[O],0
365,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],COCCO,0
366,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],CN1C=CN=C1C,0
367,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)S(=O)(=O)[O-],CCOC(=O)C1=Cc2cc3CCCN4CCCc(c2OC1=O)c34,0
368,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)S(=O)(=O)[O-],ClCCCl,0
369,C[n+]1ccc(N)cc1,Cc1ccc(cc1)S(=O)(=O)[O-],CC(C)=O,0
370,Cc1ccc(cc1)C1=C2NC(=C(C3=[NH+]C(=C(C4=CC=C(N4)C(=C4[NH+]=C1C=C4)c1ccc(C)cc1)c1ccc(C)cc1)C=C3)c1ccc(C)cc1)C=C2,CS(=O)(=O)[O-],Oc1ccc(cc1)c1ccc(O)cc1,0
371,NC(N)=[NH2+],Cc1ccc(cc1)S(=O)(=O)[O-],C1COCCOCCOCCOCCOCCO1,0
372,CCC1=C(CC)C2=CC3=[NH+]C(=CC4=C(C)c5ccc6C(=C(Nc6c5N4)C=C4NC(=CC1=[NH+]2)C(=C4C)C)C)C(=C3C)C,Cc1ccc(cc1)S(=O)(=O)[O-],S1C=CC2=C1C=CS2,0
373,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],[Cl-],0
374,[NH3+]C(c1ccccc1)(c1ccccc1)c1ccccc1,O=S(=O)([O-])c1ccc2cc3ccccc3cc2c1,CC(C)=O,0
375,NC(N)=[NH2+],O=S(=O)([O-])c1ccc2cc3cc(ccc3cc2c1)S(=O)(=O)[O-],[Cl-],0
376,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],[Xe],0
377,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)S(=O)(=O)[O-],COC1CC(C)(C)N([O])C(C)(C)C1,0
378,[NH3+]C(c1ccccc1)(c1ccccc1)c1ccccc1,O=S(=O)([O-])c1ccc2cc3ccccc3cc2c1,OS(=O)(=O)[O-],0
379,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],Cc1ccc(C)c(C)c1,0
380,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(OCCOc2ccc(cc2)S(=O)(=O)[O-])cc1,[Cl-],0
381,[NH3+]C(c1ccccc1)(c1ccccc1)c1ccccc1,O=S(=O)([O-])c1ccc(cc1)c1ccc2cc3ccccc3cc2c1,COCCO,0
382,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],CC[NH+](CC)CC,0
383,NC(N)=[NH2+],Cc1c(C)c(c(C)c(c1C)S(=O)(=O)[O-])S(=O)(=O)[O-],NC(N)=[NH2+],0
384,[NH3+]C(C([NH3+])c1ccccc1C)c1ccccc1C,CC1(C)C2CCC1(CS(=O)(=O)[O-])C(=O)C2,CC1=CC(=C(Nc2ccccc2N(=O)=O)S1)C#N,0
385,NC(N)=[NH2+],O=S(=O)([O-])c1ccc2cc(ccc2c1)S(=O)(=O)[O-],O=S(=O)([O-])c1ccc(cc1)C(c1ccc(cc1)S(=O)(=O)[O-])(c1ccc(cc1)S(=O)(=O)[O-])c1ccc(cc1)S(=O)(=O)[O-],0
386,NC(N)=[NH2+],COc1ccc(cc1)S(=O)(=O)[O-],O=C=O,0
387,[nH+]1ccccc1,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],[NH3+]c1ccccc1N,0
388,NC(N)=[NH2+],Cc1c(C)c(c(C)c(c1C)S(=O)(=O)[O-])S(=O)(=O)[O-],CC1(C)CCCC(C)(C)N1[O],0
389,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],[Xe],0
390,NC(N)=[NH2+],O=S(=O)([O-])c1ccc2cc(ccc2c1)S(=O)(=O)[O-],CC(C)=O,0
391,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],c1ccccc1,0
392,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(OCCOc2ccc(cc2)S(=O)(=O)[O-])cc1,OS(=O)(=O)[O-],0
393,[nH+]1ccccc1,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],Brc1ccc(Br)cc1,0
394,CCC1=C(CC)C2=CC3=[NH+]C(=CC4=C(C)c5ccc6C(=C(Nc6c5N4)C=C4NC(=CC1=[NH+]2)C(=C4C)C)C)C(=C3C)C,Cc1ccc(cc1)S(=O)(=O)[O-],Cc1ccc(C)c(C)c1,0
395,NC(N)=[NH2+],Cc1c(C)c(c(C)c(c1C)S(=O)(=O)[O-])S(=O)(=O)[O-],[Cl-],0
396,NC(N)=[NH2+],O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],CC1(C)CCCC(C)(C)N1[O],0
397,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],ClC(Cl)Cl,0
398,[nH+]1ccccc1,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],Cc1ccccc1Cl,0
399,[NH3+]C(c1ccccc1)(c1ccccc1)c1ccccc1,O=S(=O)([O-])c1ccc(cc1)c1ccc2cc3ccccc3cc2c1,O=S(=O)([O-])CCS(=O)(=O)[O-],0
400,NC(N)=[NH2+],O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],CS(O)(=O)=O,0
401,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(Oc2ccc(cc2)S(=O)(=O)[O-])cc1,ClC(Cl)Cl,0
402,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)S(=O)(=O)[O-],Cc1cccc2ccccc12,0
403,NC(N)=[NH2+],O=S(=O)([O-])c1ccc2cc(ccc2c1)S(=O)(=O)[O-],CC(C)=O,0
404,NC(N)=[NH2+],O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],CC1(C)CCCC(C)(C)N1[O],0
405,[NH3+]CCCOCCCCOCCC[NH3+],O=S(=O)([O-])c1cc(c2ccc3c4c(ccc1c24)c(cc3S(=O)(=O)[O-])S(=O)(=O)[O-])S(=O)(=O)[O-],[NH3+]c1ccc(cc1)N=Nc1ccccc1,0
406,[NH3+]C(c1ccccc1)(c1ccccc1)c1ccccc1,O=S(=O)([O-])c1cccc2ccccc12,O=S(=O)([O-])CCS(=O)(=O)[O-],0
407,NC(N)=[NH2+],O=S(=O)([O-])c1ccc2cc3cc(ccc3cc2c1)S(=O)(=O)[O-],NC(N)=[NH2+],0
408,NC(N)=[NH2+],O=S(=O)([O-])CCCCCCCCS(=O)(=O)[O-],S1C=CC2=C1C=CS2,0
409,N1C2=CC=C1C(=C1C=CC(=N1)C(=C1[NH+]=C(C=C1)C(=C1C=CC(=N1)C(=C1NC(=C(c3ccccc3)C3=NC(=C2c2ccccc2)C=C3)C=C1)c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1,CS(=O)(=O)[O-],c1ccncc1,0
410,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],O=C1OC(C(CCc2ccccc2)c2ccccc12)N(=O)=O,0
411,CN1C=C[NH+]=C1C,O=S(=O)([O-])c1ccccc1,ICCCI,0
412,NC(N)=[NH2+],O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],CC(C)(C)c1ccccc1,0
413,[NH3+]C(C([NH3+])c1ccccc1C)c1ccccc1C,CC1(C)C2CCC1(CS(=O)(=O)[O-])C(=O)C2,C[NH2+]C,0
414,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(C=Cc2ccc(cc2)S(=O)(=O)[O-])cc1,ICCCI,0
415,[NH3+]C(c1ccccc1)(c1ccccc1)c1ccccc1,O=S(=O)([O-])c1ccc2cc3ccccc3cc2c1,COC1CC(C)(C)N([O])C(C)(C)C1,0
416,N1C(=[NH+]c2ccccc12)c1cccc(n1)C1=[NH+]c2ccccc2N1,Cc1cc(C)c(c(C)c1)S(=O)(=O)[O-],c1ccc2ccccc2c1,0
417,Nc1[nH+]c(N)nc(N)n1,O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],Ic1cccc2ccccc12,0
418,CN1C=[NH+]C=C1,CS(C)=O[Fe]123(OS(=O)(=O)O[Fe]4567OS(=O)(=O)O[Fe]89(OS(=O)(=O)O[Fe](OS(=O)(=O)O1)(O=S(=O)([O-]8)[O-]4)([O-]S(=O5)(=O)[O-]2)(O36)O79)(O=S(C)C)O=S(C)C)O=S(C)C,NC(c1ccccc1)(c1ccccc1)c1ccccc1,0
419,NC(N)=[NH2+],O=S(=O)([O-])CCCCCCCCS(=O)(=O)[O-],ClCCCl,0
420,CCC1=C(C)C2=CC3=[NH+]C(=CC4=C(CC)C(=C(N4)C4=C(C)C(=C(N4)C=C4[NH+]=C(C=C1N2)C(=C4C)CC)C)CC)C(=C3C)C,Cc1ccc(cc1)S(=O)(=O)[O-],CCN(CC)c1ccc2C(=CC(=O)Oc2c1)C,0
421,[NH3+]C(c1ccccc1)(c1ccccc1)c1ccccc1,O=S(=O)([O-])c1ccc2cc3ccccc3cc2c1,ICCCI,0
422,C[NH2+]C,CNC1=NN2=C(C)C=N3N=C(S[Cu]23S1)Nc1ccc(cc1)S(=O)(=O)[O-],O=S(=O)([O-])CCS(=O)(=O)[O-],0
423,[nH+]1ccccc1,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],Cc1cccc(C)c1,0
424,[nH+]1ccccc1,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],CCCCCCCC#N,0
425,[nH+]1cccc2ccc3ccccc3c12,O=S(=O)([O-])c1ccccc1,Brc1cccc(Br)c1,0
426,NC(N)=[NH2+],O=S(=O)([O-])c1ccc2cc3cc(ccc3cc2c1)S(=O)(=O)[O-],CCNc1cc2OC(=O)C=C(C)c2cc1C,0
427,[NH3+]C(C)C,O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],Clc1ccc(Cl)c(Cl)c1,0
428,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],CC1(C)CCCC2(C)C1CCC1(C)OC(=O)CC21,0
429,[nH+]1ccc(cc1)c1cc[nH+]cc1,OC(=O)c1cc(ccc1C(=O)[O-])S(=O)(=O)[O-],ClCCCl,0
430,NC(N)=[NH2+],Cc1ccc(cc1)S(=O)(=O)[O-],COC1CC(C)(C)N([O])C(C)(C)C1,0
431,[NH3+]C(c1ccccc1)(c1ccccc1)c1ccccc1,O=S(=O)([O-])c1ccc2cc3ccccc3cc2c1,[NH3+]c1ccc(cc1)N=Nc1ccccc1,0
432,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],S1C=CC=C1,0
433,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],Oc1ccc(cc1)c1ccc(O)cc1,0
434,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(C=Cc2ccc(cc2)S(=O)(=O)[O-])cc1,CCCCCC#N,0
435,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],CCOC(C)=O,0
436,[nH+]1ccccc1,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],Cc1ccc2ccc(C)cc2c1,0
437,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(CCc2ccc(cc2)S(=O)(=O)[O-])cc1,CC(C)=O,0
438,NC(N)=[NH2+],O=S(=O)([O-])c1ccc2cc(ccc2c1)S(=O)(=O)[O-],ClCCl,0
439,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)S(=O)(=O)[O-],CC(C)(C)c1ccc(cc1)C(C)(C)C,0
440,NC(N)=[NH2+],O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],CC[NH+](CC)CC,0
441,[NH3+]c1ccc(cc1)C(c1ccc([NH3+])cc1)(c1ccc([NH3+])cc1)c1ccc([NH3+])cc1,CS(C)=O,Oc1ccc2ccccc2c1c1c(O)ccc2ccccc12,0
442,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],NC(N)=[NH2+],0
443,[NH3+]C(c1ccccc1)(c1ccccc1)c1ccccc1,O=S(=O)([O-])c1ccc2cc3ccccc3cc2c1,COC1CC(C)(C)N([O])C(C)(C)C1,0
444,[nH+]1ccccc1,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],S1C=CC2=C1C=CS2,0
445,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],COCCOCCOCCOC,0
446,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],CS(O)(=O)=O,0
447,NC(N)=[NH2+],Cc1c(C)c(c(C)c(c1C)S(=O)(=O)[O-])S(=O)(=O)[O-],N#CCCCCC#N,0
448,[nH+]1ccccc1,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],N1C=CC=C1,0
449,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],CCCCCC#N,0
450,[NH3+]C(c1ccccc1)(c1ccccc1)c1ccccc1,O=S(=O)([O-])c1ccc2cc3ccccc3cc2c1,O=N(=O)c1cccc2ccccc12,0
451,C1[NH+](CC2C[NH+](CC1C2)C(c1ccccc1)c1ccccc1)C(c1ccccc1)c1ccccc1,Cc1ccc(cc1)S(=O)(=O)[O-],O=S(=O)([O-])CCS(=O)(=O)[O-],0
452,[nH+]1ccccc1,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],CN(C)c1ccc(cc1)N(=O)=O,0
453,NC(N)=[NH2+],Cc1c(C)c(c(C)c(c1C)S(=O)(=O)[O-])S(=O)(=O)[O-],ClC(Cl)Cl,0
454,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],S1C=CSC1=C1SC=CS1,0
455,CNC(N)=[NH2+],O=S(=O)([O-])c1ccc(Oc2ccc(cc2)S(=O)(=O)[O-])cc1,ClC(Cl)Cl,0
456,N1C=[NH+]C=C1,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],[Xe],0
457,[nH+]1ccc(cc1)c1cc[nH+]cc1,OC(=O)c1cc(ccc1C(=O)[O-])S(=O)(=O)[O-],CCCCCCCCCCCCO,0
458,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],CCCCCCCCCCCCO,0
459,NC(N)=[NH2+],Cc1ccc(cc1)S(=O)(=O)[O-],ICCCI,0
460,NC(N)=[NH2+],O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],S1C=CC2=C1C=CS2,0
461,NC(N)=[NH2+],CC(C)(C)c1ccc(cc1)S(=O)(=O)[O-],COCCO,0
462,NC(N)=[NH2+],Cc1ccc(cc1)S(=O)(=O)[O-],CS(C)=O,0
463,NC(N)=[NH2+],O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],O=S(=O)([O-])CCS(=O)(=O)[O-],0
464,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],c1cnccn1,0
465,[NH3+]C(c1ccccc1)(c1ccccc1)c1ccccc1,O=S(=O)([O-])c1ccc2cc3ccccc3cc2c1,COCCO,0
466,[NH3+]C(c1ccccc1)(c1ccccc1)c1ccccc1,O=S(=O)([O-])c1cccc2cc3cccc(c3cc12)S(=O)(=O)[O-],Ic1cccc2ccccc12,0
467,NC(N)=[NH2+],Cc1cccc(c1)S(=O)(=O)[O-],CC(C)C1CCC(C)CC1OC(C)=O,0
468,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],CCCCCCCCCCCCO,0
469,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)S(=O)(=O)[O-],CCNc1cc2OC(=O)C=C(C)c2cc1C,0
470,[NH3+]C(C)C,O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],O=C=O,0
471,[NH3+]Cc1ccccc1,O=S(=O)([O-])c1ccc(cc1)C#Cc1ccc(cc1)C#Cc1ccc(cc1)S(=O)(=O)[O-],ICCCI,0
472,[nH+]1ccccc1,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],Cc1cc(C)cc(C)c1,0
473,[nH+]1ccccc1,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],O=C=O,0
474,CCC1=C(C)C2=C3C=C(C4=[NH+]C(=CC5=C(CC)C(=C(N5)C5=CC(=C6[NH+]=C(C=C1N2)C(=C6C)CC)c1ccccc51)C)C(=C4C)CC)c1ccccc31,COS(=O)(=O)[O-],C[NH2+]C,0
475,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(Oc2ccc(cc2)S(=O)(=O)[O-])cc1,CC1=CC(=O)Oc2c3CCCN4CCCc(cc12)c34,0
476,NC(N)=[NH2+],CC(C)c1ccc(cc1)S(=O)(=O)[O-],CC1(C)CCCC2(C)C1CCC1(C)OC(=O)CC21,0
477,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(C=Cc2ccc(cc2)S(=O)(=O)[O-])cc1,c1cnccn1,0
478,CN1C=[NH+]C=C1,CS(C)=O[Fe]123(OS(=O)(=O)O[Fe]4567OS(=O)(=O)O[Fe]89(OS(=O)(=O)O[Fe](OS(=O)(=O)O1)(O=S(=O)([O-]8)[O-]4)([O-]S(=O5)(=O)[O-]2)(O36)O79)(O=S(C)C)O=S(C)C)O=S(C)C,CCNc1cc2OC(=O)C=C(C)c2cc1C,0
479,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],ClC(Cl)Cl,0
480,NC(N)=[NH2+],O=S(=O)([O-])c1ccc2cc(ccc2c1)S(=O)(=O)[O-],c1cnccn1,0
481,[nH+]1ccccc1,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],ClCCCl,0
482,NC(N)=[NH2+],O=C1c2ccc(cc2C(=O)c2ccc(cc12)S(=O)(=O)[O-])S(=O)(=O)[O-],c1ccccc1,0
483,NC(N)=[NH2+],Cc1cc(C)c(c(C)c1S(=O)(=O)[O-])S(=O)(=O)[O-],c1ccncc1,0
484,NC(N)=[NH2+],Cc1c(C)c(c(C)c(c1C)S(=O)(=O)[O-])S(=O)(=O)[O-],CS(O)(=O)=O,0
485,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)S(=O)(=O)[O-],CN(C)c1ccncc1,0
486,NC(N)=[NH2+],O=S(=O)([O-])CCCCS(=O)(=O)[O-],CC1=CC(=O)Oc2c3CCCN4CCCc(cc12)c34,0
487,O=C1O[Co+]23([NH2]CC[NH2]2)([NH2]CC[NH2]3)OC1=O,O=S(=O)([O-])c1ccc2cc(ccc2c1)S(=O)(=O)[O-],O=C=O,0
488,NC(N)=[NH2+],Cc1ccc(cc1)S(=O)(=O)[O-],C[NH2+]C,0
489,[NH3+]C(c1ccccc1)(c1ccccc1)c1ccccc1,O=S(=O)([O-])c1ccc(C=Cc2ccc(cc2)S(=O)(=O)[O-])cc1,CCCCCC#N,0
490,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(C=Cc2ccc(cc2)S(=O)(=O)[O-])cc1,S1C=CC=C1,0
491,[NH3+]C(c1ccccc1)(c1ccccc1)c1ccccc1,O=S(=O)([O-])c1ccc(cc1)c1ccc2cc3ccccc3cc2c1,CC(=O)C1=Cc2cc3CCCN4CCCc(c2OC1=O)c34,0
492,NC(N)=[NH2+],O=S(=O)([O-])c1ccc2cc(ccc2c1)S(=O)(=O)[O-],CC1(C)CCCC2(C)C1CCC1(C)OC(=O)CC21,0
493,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)S(=O)(=O)[O-],CC(=O)C1=Cc2cc3CCCN4CCCc(c2OC1=O)c34,0
494,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)S(=O)(=O)[O-],c1cnccn1,0
495,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],CCCCCCCCCCCCO,0
496,NC(N)=[NH2+],Cc1ccc(cc1)S(=O)(=O)[O-],[Cl-],0
497,[NH3+]c1ccc(cc1)C(c1ccc([NH3+])cc1)(c1ccc([NH3+])cc1)c1ccc([NH3+])cc1,CS(C)=O,ClCCCl,0
498,NC(N)=[NH2+],O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],COc1ccc(C)c(C)c1,0
499,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(Oc2ccc(cc2)S(=O)(=O)[O-])cc1,CCCCCCCCCCCCO,0
500,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],C[NH2+]C,0
501,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],C1COCCOCCOCCOCCOCCO1,0
502,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],ClCCCl,0
503,NC(N)=[NH2+],COc1ccc(cc1)S(=O)(=O)[O-],[Cl-],0
504,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],ClC(Cl)Cl,0
505,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],CS(O)(=O)=O,0
506,[NH3+]CC,O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],[Xe],0
507,NC(N)=[NH2+],Cc1c(C)c(c(C)c(c1C)S(=O)(=O)[O-])S(=O)(=O)[O-],ICCCI,0
508,NC(N)=[NH2+],O=S(=O)([O-])c1ccc2cc(ccc2c1)S(=O)(=O)[O-],CCCCCC#N,0
509,[nH+]1ccccc1,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],C=Cc1ccc(C=C)cc1,0
510,NC(N)=[NH2+],CC(C)c1ccc(cc1)S(=O)(=O)[O-],O=C=O,0
511,NC(N)=[NH2+],O=S(=O)([O-])c1cccc2ccccc12,O=N(=O)c1cccc2ccccc12,0
512,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],CC(=O)C1=Cc2cc3CCCN4CCCc(c2OC1=O)c34,0
513,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],COCCO,0
514,[NH3+]C(c1ccccc1)(c1ccccc1)c1ccccc1,O=S(=O)([O-])c1ccc2cc3ccccc3cc2c1,CS(O)(=O)=O,0
515,NC(N)=[NH2+],CCc1ccc(cc1)S(=O)(=O)[O-],OS(=O)(=O)[O-],0
516,NC(N)=[NH2+],O=C1c2ccc(cc2C(=O)c2ccc(cc12)S(=O)(=O)[O-])S(=O)(=O)[O-],COC1CC(C)(C)N([O])C(C)(C)C1,0
517,Cc1cc(C)c(c(C)c1)C1=C2CN(C=C2)C2=[NH+]C(=C(C3=CC=C(N3)C3=[NH+]C(=C(C4=CC=C1N4)c1c(C)cc(C)cc1C)C=C3)c1c(C)cc(C)cc1C)C=C2,CS(=O)(=O)[O-],CCCCCCCC#N,0
518,NC(N)=[NH2+],O=S(=O)([O-])c1cccc2ccccc12,CCCOc1c2Cc3cccc(Cc4cccc(Cc5cc(CNC(=O)Nc6ccccc6)cc(Cc1ccc2)c5O)c4OCCC)c3O,0
519,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],ClC(Cl)Cl,0
520,NC(N)=[NH2+],O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],O=N(=O)c1ccccc1,0
521,N1[NH+]=CC=C1,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],O=C=O,0
522,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],O=S(=O)([O-])c1ccc(cc1)C(c1ccc(cc1)S(=O)(=O)[O-])(c1ccc(cc1)S(=O)(=O)[O-])c1ccc(cc1)S(=O)(=O)[O-],0
523,NC(N)=[NH2+],O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],CC1=CC(=O)Oc2c3CCCN4CCCc(cc12)c34,0
524,NC(N)=[NH2+],O=S(=O)([O-])c1ccc2cc(ccc2c1)S(=O)(=O)[O-],COCCO,0
525,[NH3+]C(c1ccccc1)(c1ccccc1)c1ccccc1,O=S(=O)([O-])c1cccc2ccccc12,CC1=CC(=O)Oc2c3CCCN4CCCc(cc12)c34,0
526,[NH3+]CC,O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],S1C=CC=C1,0
527,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)S(=O)(=O)[O-],Clc1ccccc1Cl,0
528,NC(N)=[NH2+],O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],C1COCCOCCOCCOCCOCCO1,0
529,NC(N)=[NH2+],O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],ICCCI,0
530,NC(N)=[NH2+],O=S(=O)([O-])c1ccc2cc(ccc2c1)S(=O)(=O)[O-],CC(C)C1CCC(C)CC1OC(C)=O,0
531,NC(N)=[NH2+],O=S(=O)([O-])c1ccc2cc(ccc2c1)S(=O)(=O)[O-],COc1ccc(C)c(C)c1,0
532,[NH3+]C1CCCCC1[NH3+],CCOS(=O)(=O)[O-],Cc1ccccc1Cl,0
533,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],COCCOCCOCCOC,0
534,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],N#CCCCCC#N,0
535,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(C=Cc2ccc(cc2)S(=O)(=O)[O-])cc1,S1C=CC=C1,0
536,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],CS(O)(=O)=O,0
